onset	duration	trial_type	response	response_time	stim_id	stim_events	stim_slides	trial_id	run_id	stim_type	response_type
2.00665	n/a	n/a	n/a	n/a	80200	2	0	1	1	8	n/a
12.0044	3.5	controlItem	n/a	n/a	10204	2	4	2	1	1	n/a
15.488	3.0	controlItem	n/a	n/a	50204	2	4	3	1	0	n/a
18.4876	3.0	controlItem	True	0.743	50204	2	4	4	1	5	controlTrue
22.0049	3.5	criticalItem	n/a	n/a	10219	2	19	5	1	1	n/a
25.4895	3.0	criticalItem	n/a	n/a	60219	2	19	6	1	0	n/a
28.4871	3.0	criticalItem	Foil	0.346	60219	2	19	7	1	6	criticalFoil
32.0032	3.5	criticalItem	n/a	n/a	10249	2	49	8	1	1	n/a
35.4858	3.0	criticalItem	n/a	n/a	30249	2	49	9	1	0	n/a
38.4861	3.0	criticalItem	True	0.596	30249	2	49	10	1	3	criticalTrue
42.0019	3.5	controlItem	n/a	n/a	10237	2	37	11	1	1	n/a
45.4851	3.0	controlItem	n/a	n/a	20237	2	37	12	1	0	n/a
48.4846	3.0	controlItem	True	0.325	20237	2	37	13	1	2	controlTrue
52.0012	3.5	criticalItem	n/a	n/a	10234	2	34	14	1	1	n/a
55.485	3.0	criticalItem	n/a	n/a	40234	2	34	15	1	0	n/a
58.4851	3.0	criticalItem	True	0.69	40234	2	34	16	1	4	criticalTrue
62	3.5	criticalItem	n/a	n/a	10225	2	25	17	1	1	n/a
65.4828	3.0	criticalItem	n/a	n/a	30225	2	25	18	1	0	n/a
68.484	3.0	criticalItem	True	0.747	30225	2	25	19	1	3	criticalTrue
71.9993	3.5	controlItem	n/a	n/a	10235	2	35	20	1	1	n/a
75.4827	3.0	controlItem	n/a	n/a	40235	2	35	21	1	0	n/a
78.4816	3.0	controlItem	True	0.485	40235	2	35	22	1	4	controlTrue
82.0149	3.5	controlItem	n/a	n/a	10230	2	30	23	1	1	n/a
85.4983	3.0	controlItem	n/a	n/a	50230	2	30	24	1	0	n/a
88.497	3.0	controlItem	True	0.989	50230	2	30	25	1	5	controlTrue
92.0137	3.5	controlItem	n/a	n/a	10242	2	42	26	1	1	n/a
95.4984	3.0	controlItem	n/a	n/a	20242	2	42	27	1	0	n/a
98.4965	3.0	controlItem	Foil1	0.606	20242	2	42	28	1	2	controlFoil1
102.013	3.5	criticalItem	n/a	n/a	10231	2	31	29	1	1	n/a
105.496	3.0	criticalItem	n/a	n/a	60231	2	31	30	1	0	n/a
108.496	3.0	criticalItem	True	0.538	60231	2	31	31	1	6	criticalTrue
112.012	3.5	criticalItem	n/a	n/a	10228	2	28	32	1	1	n/a
