onset	duration	trial_type	response	response_time	stim_id	stim_version	stim_events	stim_slides	trial_id	run_id	stim_redcross	subsequent_response_type
2.0284	n/a	n/a	n/a	n/a	81000	8	10	0	1	1	n/a	n/a
6.027	3.5	genericItem	n/a	n/a	11001	1	10	1	2	1	n/a	n/a
10.0268	3.5	genericItem	n/a	n/a	11002	1	10	2	3	1	n/a	n/a
14.0292	3.5	criticalItem	n/a	n/a	11003	1	10	3	4	1	n/a	criticalTrue
18.0261	3.5	genericItem	n/a	n/a	11004	1	10	4	5	1	n/a	n/a
22.0314	3.5	criticalItem	n/a	n/a	11005	1	10	5	6	1	n/a	criticalFoil
26.0264	3.5	genericItem	n/a	n/a	11006	1	10	6	7	1	n/a	n/a
30.0261	3.5	genericItem	n/a	n/a	11007	1	10	7	8	1	n/a	n/a
34.0273	3.5	criticalItem	n/a	n/a	11008	1	10	8	9	1	n/a	criticalTrue
38.0265	3.5	genericItem	n/a	n/a	11009	1	10	9	10	1	n/a	n/a
42.0297	3.5	criticalItem	n/a	n/a	11010	1	10	10	11	1	n/a	criticalTrue
46.027	3.5	genericItem	n/a	n/a	11011	1	10	11	12	1	1	n/a
50.0268	3.5	genericItem	n/a	n/a	11012	1	10	12	13	1	n/a	n/a
54.0272	3.5	genericItem	n/a	n/a	11013	1	10	13	14	1	n/a	n/a
58.0276	3.5	genericItem	n/a	n/a	11014	1	10	14	15	1	n/a	n/a
62.028	3.5	criticalItem	n/a	n/a	11015	1	10	15	16	1	n/a	criticalFalse
66.0281	3.5	genericItem	n/a	n/a	11016	1	10	16	17	1	1	n/a
70.0305	3.5	controlItem	n/a	n/a	11017	1	10	17	18	1	n/a	controlFoil2
74.0278	3.5	criticalItem	n/a	n/a	11018	1	10	18	19	1	n/a	criticalTrue
78.0289	3.5	controlItem	n/a	n/a	11019	1	10	19	20	1	n/a	controlTrue
82.029	3.5	criticalItem	n/a	n/a	11020	1	10	20	21	1	n/a	criticalFalse
86.0286	3.5	controlItem	n/a	n/a	11021	1	10	21	22	1	n/a	controlTrue
90.0288	3.5	genericItem	n/a	n/a	11022	1	10	22	23	1	n/a	n/a
94.0278	3.5	criticalItem	n/a	n/a	11023	1	10	23	24	1	n/a	criticalFalse
