onset	duration	trial_type	response	response_time	stim_id	stim_version	stim_events	stim_slides	trial_id	run_id	stim_redcross	subsequent_response_type
2.0277	n/a	n/a	n/a	n/a	81000	8	10	0	1	1	n/a	n/a
6.027	3.5	genericItem	n/a	n/a	11001	1	10	1	2	1	n/a	n/a
10.0264	3.5	genericItem	1	0.534	11002	1	10	2	3	1	1	n/a
14.0297	3.5	criticalItem	n/a	n/a	11003	1	10	3	4	1	n/a	criticalFoil
18.0262	3.5	genericItem	n/a	n/a	11004	1	10	4	5	1	n/a	n/a
22.0284	3.5	criticalItem	n/a	n/a	11005	1	10	5	6	1	n/a	criticalFoil
26.0274	3.5	genericItem	n/a	n/a	11006	1	10	6	7	1	n/a	n/a
30.0267	3.5	genericItem	n/a	n/a	11007	1	10	7	8	1	n/a	n/a
34.0279	3.5	criticalItem	n/a	n/a	11008	1	10	8	9	1	n/a	criticalTrue
38.0256	3.5	genericItem	n/a	n/a	11009	1	10	9	10	1	n/a	n/a
42.0277	3.5	criticalItem	n/a	n/a	11010	1	10	10	11	1	n/a	criticalFalse
46.0275	3.5	genericItem	n/a	n/a	11011	1	10	11	12	1	n/a	n/a
50.0268	3.5	genericItem	1	0.69	11012	1	10	12	13	1	1	n/a
54.0273	3.5	genericItem	n/a	n/a	11013	1	10	13	14	1	n/a	n/a
58.0269	3.5	genericItem	n/a	n/a	11014	1	10	14	15	1	n/a	n/a
62.0286	3.5	criticalItem	n/a	n/a	11015	1	10	15	16	1	n/a	criticalTrue
66.0284	3.5	genericItem	n/a	n/a	11016	1	10	16	17	1	n/a	n/a
70.0296	3.5	controlItem	n/a	n/a	11017	1	10	17	18	1	n/a	controlFoil1
74.0284	3.5	criticalItem	n/a	n/a	11018	1	10	18	19	1	n/a	criticalTrue
78.0285	3.5	controlItem	n/a	n/a	11019	1	10	19	20	1	n/a	controlFoil2
82.0284	3.5	criticalItem	n/a	n/a	11020	1	10	20	21	1	n/a	criticalTrue
86.0276	3.5	controlItem	n/a	n/a	11021	1	10	21	22	1	n/a	controlTrue
90.0292	3.5	genericItem	n/a	n/a	11022	1	10	22	23	1	n/a	n/a
94.0267	3.5	criticalItem	n/a	n/a	11023	1	10	23	24	1	n/a	criticalTrue
98.0268	3.5	genericItem	n/a	n/a	11024	1	10	24	25	1	n/a	n/a
102.026	3.5	genericItem	n/a	n/a	11025	1	10	25	26	1	n/a	n/a
106.026	3.5	criticalItem	n/a	n/a	11026	1	10	26	27	1	n/a	criticalFalse
110.028	3.5	genericItem	n/a	n/a	11027	1	10	27	28	1	n/a	n/a
114.028	3.5	controlItem	n/a	n/a	11028	1	10	28	29	1	n/a	controlTrue
118.026	3.5	controlItem	n/a	n/a	11029	1	10	29	30	1	n/a	controlTrue
122.025	3.5	genericItem	1	0.941	11030	1	10	30	31	1	1	n/a
126.026	3.5	controlItem	n/a	n/a	11031	1	10	31	32	1	n/a	controlTrue
130.028	3.5	genericItem	n/a	n/a	11032	1	10	32	33	1	n/a	n/a
134.028	3.5	criticalItem	n/a	n/a	11033	1	10	33	34	1	n/a	criticalFoil
138.028	3.5	genericItem	n/a	n/a	11034	1	10	34	35	1	n/a	n/a
142.029	3.5	criticalItem	n/a	n/a	11035	1	10	35	36	1	n/a	criticalTrue
146.026	3.5	genericItem	n/a	n/a	11036	1	10	36	37	1	n/a	n/a
150.028	3.5	controlItem	n/a	n/a	11037	1	10	37	38	1	n/a	controlTrue
154.028	3.5	controlItem	n/a	n/a	11038	1	10	38	39	1	n/a	controlFoil2
158.028	3.5	controlItem	n/a	n/a	11039	1	10	39	40	1	n/a	controlTrue
162.028	3.5	controlItem	n/a	n/a	11040	1	10	40	41	1	n/a	controlTrue
166.027	3.5	genericItem	n/a	n/a	11041	1	10	41	42	1	n/a	n/a
170.027	3.5	genericItem	n/a	n/a	11042	1	10	42	43	1	n/a	n/a
174.028	3.5	genericItem	n/a	n/a	11043	1	10	43	44	1	n/a	n/a
178.027	3.5	genericItem	n/a	n/a	11044	1	10	44	45	1	n/a	n/a
182.029	3.5	criticalItem	n/a	n/a	11045	1	10	45	46	1	n/a	criticalFalse
186.028	3.5	controlItem	n/a	n/a	11046	1	10	46	47	1	n/a	controlTrue
190.027	3.5	genericItem	n/a	n/a	11047	1	10	47	48	1	n/a	n/a
194.028	3.5	genericItem	n/a	n/a	11048	1	10	48	49	1	n/a	n/a
198.027	3.5	controlItem	n/a	n/a	11049	1	10	49	50	1	n/a	controlTrue
202.027	3.5	genericItem	n/a	n/a	11050	1	10	50	51	1	n/a	n/a
206.023	n/a	n/a	n/a	n/a	91000	9	10	0	52	1	n/a	n/a
210.024	n/a	n/a	n/a	n/a	80700	8	7	0	53	1	n/a	n/a
214.028	3.5	genericItem	1	0.72	10701	1	7	1	54	1	1	n/a
218.026	3.5	genericItem	n/a	n/a	10702	1	7	2	55	1	n/a	n/a
222.028	3.5	controlItem	n/a	n/a	10703	1	7	3	56	1	n/a	controlTrue
226.028	3.5	criticalItem	n/a	n/a	10704	1	7	4	57	1	n/a	criticalTrue
230.027	3.5	controlItem	n/a	n/a	10705	1	7	5	58	1	n/a	controlTrue
234.026	3.5	genericItem	1	0.781	10706	1	7	6	59	1	1	n/a
238.026	3.5	controlItem	n/a	n/a	10707	1	7	7	60	1	n/a	controlTrue
242.027	3.5	controlItem	n/a	n/a	10708	1	7	8	61	1	n/a	controlTrue
246.026	3.5	criticalItem	n/a	n/a	10709	1	7	9	62	1	n/a	criticalFalse
250.029	3.5	genericItem	n/a	n/a	10710	1	7	10	63	1	n/a	n/a
254.028	3.5	controlItem	n/a	n/a	10711	1	7	11	64	1	n/a	n/a
258.027	3.5	criticalItem	n/a	n/a	10712	1	7	12	65	1	n/a	criticalFalse
262.026	3.5	genericItem	n/a	n/a	10713	1	7	13	66	1	n/a	n/a
266.028	3.5	controlItem	n/a	n/a	10714	1	7	14	67	1	n/a	controlFoil2
270.027	3.5	genericItem	n/a	n/a	10715	1	7	15	68	1	n/a	n/a
274.026	3.5	genericItem	n/a	n/a	10716	1	7	16	69	1	n/a	n/a
278.025	3.5	genericItem	n/a	n/a	10717	1	7	17	70	1	n/a	n/a
282.027	3.5	controlItem	n/a	n/a	10718	1	7	18	71	1	n/a	controlTrue
286.026	3.5	criticalItem	n/a	n/a	10719	1	7	19	72	1	n/a	criticalTrue
290.028	3.5	controlItem	n/a	n/a	10720	1	7	20	73	1	n/a	controlTrue
294.028	3.5	criticalItem	n/a	n/a	10721	1	7	21	74	1	n/a	criticalFalse
298.027	3.5	genericItem	1	0.754	10722	1	7	22	75	1	1	n/a
302.028	3.5	genericItem	n/a	n/a	10723	1	7	23	76	1	n/a	n/a
