onset	duration	trial_type	response	response_time	stim_id	stim_events	stim_slides	trial_id	run_id	stim_type	response_type
2.00933	n/a	n/a	n/a	n/a	80900	9	0	297	3	8	n/a
12.0079	3.5	criticalItem	n/a	n/a	10908	9	8	298	3	1	n/a
15.4912	3.0	criticalItem	n/a	n/a	70908	9	8	299	3	0	n/a
18.4918	3.0	criticalItem	False	0.501	70908	9	8	300	3	7	criticalFalse
22.008	3.5	controlItem	n/a	n/a	10947	9	47	301	3	1	n/a
25.4904	3.0	controlItem	n/a	n/a	30947	9	47	302	3	0	n/a
28.4907	3.0	controlItem	True	0.632	30947	9	47	303	3	3	controlTrue
32.006	3.5	criticalItem	n/a	n/a	10928	9	28	304	3	1	n/a
35.4904	3.0	criticalItem	n/a	n/a	20928	9	28	305	3	0	n/a
38.4889	3.0	criticalItem	False	0.594	20928	9	28	306	3	2	criticalFalse
42.0046	3.5	criticalItem	n/a	n/a	10926	9	26	307	3	1	n/a
45.4883	3.0	criticalItem	n/a	n/a	70926	9	26	308	3	0	n/a
48.4879	3.0	criticalItem	False	0.611	70926	9	26	309	3	7	criticalFalse
52.0043	3.5	criticalItem	n/a	n/a	10941	9	41	310	3	1	n/a
55.4872	3.0	criticalItem	n/a	n/a	30941	9	41	311	3	0	n/a
58.4869	3.0	criticalItem	True	0.403	30941	9	41	312	3	3	criticalTrue
62.0029	3.5	criticalItem	n/a	n/a	10919	9	19	313	3	1	n/a
65.4872	3.0	criticalItem	n/a	n/a	60919	9	19	314	3	0	n/a
68.4867	3.0	criticalItem	False	0.377	60919	9	19	315	3	6	criticalFalse
72.0017	3.5	controlItem	n/a	n/a	10923	9	23	316	3	1	n/a
75.4852	3.0	controlItem	n/a	n/a	70923	9	23	317	3	0	n/a
78.4857	3.0	controlItem	Foil2	0.755	70923	9	23	318	3	7	controlFoil2
82.0019	3.5	controlItem	n/a	n/a	10905	9	5	319	3	1	n/a
85.4843	3.0	controlItem	n/a	n/a	60905	9	5	320	3	0	n/a
88.4834	3.0	controlItem	True	0.75	60905	9	5	321	3	6	controlTrue
92.0012	3.5	controlItem	n/a	n/a	10909	9	9	322	3	1	n/a
95.4832	3.0	controlItem	n/a	n/a	30909	9	9	323	3	0	n/a
98.4823	3.0	controlItem	Foil2	1.134	30909	9	9	324	3	3	controlFoil2
102.015	3.5	controlItem	n/a	n/a	10917	9	17	325	3	1	n/a
105.499	3.0	controlItem	n/a	n/a	20917	9	17	326	3	0	n/a
108.499	3.0	controlItem	True	0.747	20917	9	17	327	3	2	controlTrue
112.014	3.5	controlItem	n/a	n/a	10945	9	45	328	3	1	n/a
115.498	3.0	controlItem	n/a	n/a	40945	9	45	329	3	0	n/a
118.498	3.0	controlItem	True	0.889	40945	9	45	330	3	4	controlTrue
122.013	3.5	criticalItem	n/a	n/a	10910	9	10	331	3	1	n/a
125.497	3.0	criticalItem	n/a	n/a	70910	9	10	332	3	0	n/a
128.497	3.0	criticalItem	True	1.291	70910	9	10	333	3	7	criticalTrue
132.013	3.5	criticalItem	n/a	n/a	10913	9	13	334	3	1	n/a
135.497	3.0	criticalItem	n/a	n/a	70913	9	13	335	3	0	n/a
138.496	3.0	criticalItem	True	0.762	70913	9	13	336	3	7	criticalTrue
142.013	3.5	controlItem	n/a	n/a	10950	9	50	337	3	1	n/a
145.495	3.0	controlItem	n/a	n/a	30950	9	50	338	3	0	n/a
148.495	3.0	controlItem	True	0.566	30950	9	50	339	3	3	controlTrue
152.01	3.5	criticalItem	n/a	n/a	10924	9	24	340	3	1	n/a
155.494	3.0	criticalItem	n/a	n/a	40924	9	24	341	3	0	n/a
158.493	3.0	criticalItem	True	0.45	40924	9	24	342	3	4	criticalTrue
162.009	3.5	controlItem	n/a	n/a	10931	9	31	343	3	1	n/a
165.493	3.0	controlItem	n/a	n/a	40931	9	31	344	3	0	n/a
168.492	3.0	controlItem	Foil1	0.559	40931	9	31	345	3	4	controlFoil1
172.008	3.5	criticalItem	n/a	n/a	10922	9	22	346	3	1	n/a
175.492	3.0	criticalItem	n/a	n/a	60922	9	22	347	3	0	n/a
178.492	3.0	criticalItem	False	0.647	60922	9	22	348	3	6	criticalFalse
182.007	3.5	criticalItem	n/a	n/a	10904	9	4	349	3	1	n/a
185.491	3.0	criticalItem	n/a	n/a	30904	9	4	350	3	0	n/a
188.49	3.0	criticalItem	True	0.628	30904	9	4	351	3	3	criticalTrue
192.007	3.5	controlItem	n/a	n/a	10903	9	3	352	3	1	n/a
195.49	3.0	controlItem	n/a	n/a	40903	9	3	353	3	0	n/a
198.489	3.0	controlItem	True	0.421	40903	9	3	354	3	4	controlTrue
202.007	3.5	controlItem	n/a	n/a	10915	9	15	355	3	1	n/a
205.489	3.0	controlItem	n/a	n/a	70915	9	15	356	3	0	n/a
208.491	3.0	controlItem	True	0.805	70915	9	15	357	3	7	controlTrue
212.004	3.5	criticalItem	n/a	n/a	10949	9	49	358	3	1	n/a
215.489	3.0	criticalItem	n/a	n/a	60949	9	49	359	3	0	n/a
218.489	3.0	criticalItem	True	0.453	60949	9	49	360	3	6	criticalTrue
222.003	3.5	criticalItem	n/a	n/a	10935	9	35	361	3	1	n/a
225.487	3.0	criticalItem	n/a	n/a	50935	9	35	362	3	0	n/a
228.488	3.0	criticalItem	True	0.462	50935	9	35	363	3	5	criticalTrue
232.002	3.5	controlItem	n/a	n/a	10911	9	11	364	3	1	n/a
235.485	3.0	controlItem	n/a	n/a	70911	9	11	365	3	0	n/a
238.485	3.0	controlItem	True	0.357	70911	9	11	366	3	7	controlTrue
242.003	3.5	controlItem	n/a	n/a	10943	9	43	367	3	1	n/a
245.485	3.0	controlItem	n/a	n/a	50943	9	43	368	3	0	n/a
248.484	3.0	controlItem	True	0.367	50943	9	43	369	3	5	controlTrue
252.001	n/a	n/a	n/a	n/a	90900	9	0	370	3	9	n/a
256.002	n/a	n/a	n/a	n/a	80700	7	0	371	3	8	n/a
266.015	3.5	controlItem	n/a	n/a	10720	7	20	372	3	1	n/a
269.498	3.0	controlItem	n/a	n/a	50720	7	20	373	3	0	n/a
272.499	3.0	controlItem	True	0.829	50720	7	20	374	3	5	controlTrue
275.999	3.5	controlItem	n/a	n/a	10740	7	40	375	3	1	n/a
279.481	3.0	controlItem	n/a	n/a	40740	7	40	376	3	0	n/a
282.481	3.0	controlItem	True	0.748	40740	7	40	377	3	4	controlTrue
286.013	3.5	controlItem	n/a	n/a	10708	7	8	378	3	1	n/a
289.498	3.0	controlItem	n/a	n/a	50708	7	8	379	3	0	n/a
292.496	3.0	controlItem	True	0.665	50708	7	8	380	3	5	controlTrue
296.013	3.5	criticalItem	n/a	n/a	10726	7	26	381	3	1	n/a
299.497	3.0	criticalItem	n/a	n/a	50726	7	26	382	3	0	n/a
302.495	3.0	criticalItem	True	0.864	50726	7	26	383	3	5	criticalTrue
306.011	3.5	controlItem	n/a	n/a	10714	7	14	384	3	1	n/a
309.494	3.0	controlItem	n/a	n/a	60714	7	14	385	3	0	n/a
312.495	3.0	controlItem	Foil2	1.062	60714	7	14	386	3	6	controlFoil2
316.011	3.5	controlItem	n/a	n/a	10703	7	3	387	3	1	n/a
319.495	3.0	controlItem	n/a	n/a	70703	7	3	388	3	0	n/a
322.493	3.0	controlItem	True	0.614	70703	7	3	389	3	7	controlTrue
326.009	3.5	controlItem	n/a	n/a	10707	7	7	390	3	1	n/a
329.493	3.0	controlItem	n/a	n/a	20707	7	7	391	3	0	n/a
332.493	3.0	controlItem	True	0.516	20707	7	7	392	3	2	controlTrue
336.008	3.5	controlItem	n/a	n/a	10728	7	28	393	3	1	n/a
339.492	3.0	controlItem	n/a	n/a	70728	7	28	394	3	0	n/a
342.491	3.0	controlItem	True	0.825	70728	7	28	395	3	7	controlTrue
346.007	3.5	criticalItem	n/a	n/a	10721	7	21	396	3	1	n/a
349.492	3.0	criticalItem	n/a	n/a	40721	7	21	397	3	0	n/a
352.49	3.0	criticalItem	False	0.45	40721	7	21	398	3	4	criticalFalse
356.006	3.5	controlItem	n/a	n/a	10734	7	34	399	3	1	n/a
359.49	3.0	controlItem	n/a	n/a	20734	7	34	400	3	0	n/a
362.489	3.0	controlItem	True	1.241	20734	7	34	401	3	2	controlTrue
366.005	3.5	criticalItem	n/a	n/a	10712	7	12	402	3	1	n/a
369.489	3.0	criticalItem	n/a	n/a	50712	7	12	403	3	0	n/a
372.488	3.0	criticalItem	False	0.619	50712	7	12	404	3	5	criticalFalse
376.004	3.5	criticalItem	n/a	n/a	10709	7	9	405	3	1	n/a
379.489	3.0	criticalItem	n/a	n/a	70709	7	9	406	3	0	n/a
382.488	3.0	criticalItem	False	0.527	70709	7	9	407	3	7	criticalFalse
386.005	3.5	criticalItem	n/a	n/a	10729	7	29	408	3	1	n/a
389.487	3.0	criticalItem	n/a	n/a	70729	7	29	409	3	0	n/a
392.487	3.0	criticalItem	True	0.59	70729	7	29	410	3	7	criticalTrue
396.002	3.5	criticalItem	n/a	n/a	10704	7	4	411	3	1	n/a
399.487	3.0	criticalItem	n/a	n/a	50704	7	4	412	3	0	n/a
