onset	duration	trial_type	response	response_time	stim_id	stim_events	stim_slides	trial_id	run_id	stim_type	response_type
2.0091	n/a	n/a	n/a	n/a	80400	4	0	149	2	8	n/a
12.0079	3.5	criticalItem	n/a	n/a	10404	4	4	150	2	1	n/a
15.491	3.0	criticalItem	n/a	n/a	50404	4	4	151	2	0	n/a
18.4905	3.0	criticalItem	True	0.401	50404	4	4	152	2	5	criticalTrue
22.006	3.5	criticalItem	n/a	n/a	10419	4	19	153	2	1	n/a
25.4906	3.0	criticalItem	n/a	n/a	40419	4	19	154	2	0	n/a
28.4898	3.0	criticalItem	True	0.955	40419	4	19	155	2	4	criticalTrue
32.0055	3.5	controlItem	n/a	n/a	10450	4	50	156	2	1	n/a
35.4886	3.0	controlItem	n/a	n/a	30450	4	50	157	2	0	n/a
38.4882	3.0	controlItem	True	0.534	30450	4	50	158	2	3	controlTrue
42.0049	3.5	controlItem	n/a	n/a	10422	4	22	159	2	1	n/a
45.4885	3.0	controlItem	n/a	n/a	30422	4	22	160	2	0	n/a
48.4873	3.0	controlItem	True	0.886	30422	4	22	161	2	3	controlTrue
52.0051	3.5	controlItem	n/a	n/a	10444	4	44	162	2	1	n/a
55.486	3.0	controlItem	n/a	n/a	60444	4	44	163	2	0	n/a
58.4865	3.0	controlItem	Foil2	0.712	60444	4	44	164	2	6	controlFoil2
62.0025	3.5	criticalItem	n/a	n/a	10411	4	11	165	2	1	n/a
65.4854	3.0	criticalItem	n/a	n/a	70411	4	11	166	2	0	n/a
68.4859	3.0	criticalItem	True	0.486	70411	4	11	167	2	7	criticalTrue
72.0025	3.5	criticalItem	n/a	n/a	10415	4	15	168	2	1	n/a
75.4844	3.0	criticalItem	n/a	n/a	50415	4	15	169	2	0	n/a
78.4849	3.0	criticalItem	False	0.628	50415	4	15	170	2	5	criticalFalse
82.0013	3.5	controlItem	n/a	n/a	10425	4	25	171	2	1	n/a
85.4838	3.0	controlItem	n/a	n/a	30425	4	25	172	2	0	n/a
88.4826	3.0	controlItem	True	1.61	30425	4	25	173	2	3	controlTrue
91.9992	3.5	criticalItem	n/a	n/a	10429	4	29	174	2	1	n/a
95.4831	3.0	criticalItem	n/a	n/a	60429	4	29	175	2	0	n/a
98.483	3.0	criticalItem	True	0.861	60429	4	29	176	2	6	criticalTrue
102.016	3.5	criticalItem	n/a	n/a	10436	4	36	177	2	1	n/a
105.498	3.0	criticalItem	n/a	n/a	60436	4	36	178	2	0	n/a
108.498	3.0	criticalItem	False	0.898	60436	4	36	179	2	6	criticalFalse
112	3.5	controlItem	n/a	n/a	10448	4	48	180	2	1	n/a
115.48	3.0	controlItem	n/a	n/a	20448	4	48	181	2	0	n/a
118.481	3.0	controlItem	Foil1	0.96	20448	4	48	182	2	2	controlFoil1
122.015	3.5	controlItem	n/a	n/a	10430	4	30	183	2	1	n/a
125.496	3.0	controlItem	n/a	n/a	20430	4	30	184	2	0	n/a
128.496	3.0	controlItem	Foil2	1.138	20430	4	30	185	2	2	controlFoil2
132.012	3.5	controlItem	n/a	n/a	10412	4	12	186	2	1	n/a
135.495	3.0	controlItem	n/a	n/a	50412	4	12	187	2	0	n/a
138.495	3.0	controlItem	True	0.579	50412	4	12	188	2	5	controlTrue
142.011	3.5	criticalItem	n/a	n/a	10438	4	38	189	2	1	n/a
145.496	3.0	criticalItem	n/a	n/a	20438	4	38	190	2	0	n/a
148.494	3.0	criticalItem	True	1.282	20438	4	38	191	2	2	criticalTrue
152.01	3.5	criticalItem	n/a	n/a	10417	4	17	192	2	1	n/a
155.495	3.0	criticalItem	n/a	n/a	50417	4	17	193	2	0	n/a
158.493	3.0	criticalItem	True	1.31	50417	4	17	194	2	5	criticalTrue
162.008	3.5	controlItem	n/a	n/a	10416	4	16	195	2	1	n/a
165.492	3.0	controlItem	n/a	n/a	70416	4	16	196	2	0	n/a
168.492	3.0	controlItem	Foil1	0.444	70416	4	16	197	2	7	controlFoil1
172.008	3.5	criticalItem	n/a	n/a	10424	4	24	198	2	1	n/a
175.491	3.0	criticalItem	n/a	n/a	50424	4	24	199	2	0	n/a
178.491	3.0	criticalItem	True	0.449	50424	4	24	200	2	5	criticalTrue
182.007	3.5	controlItem	n/a	n/a	10446	4	46	201	2	1	n/a
185.49	3.0	controlItem	n/a	n/a	50446	4	46	202	2	0	n/a
188.49	3.0	controlItem	True	0.641	50446	4	46	203	2	5	controlTrue
192.006	3.5	controlItem	n/a	n/a	10443	4	43	204	2	1	n/a
195.489	3.0	controlItem	n/a	n/a	40443	4	43	205	2	0	n/a
198.489	3.0	controlItem	True	1.185	40443	4	43	206	2	4	controlTrue
202.006	3.5	criticalItem	n/a	n/a	10440	4	40	207	2	1	n/a
205.488	3.0	criticalItem	n/a	n/a	30440	4	40	208	2	0	n/a
208.489	3.0	criticalItem	True	0.613	30440	4	40	209	2	3	criticalTrue
212.005	3.5	controlItem	n/a	n/a	10409	4	9	210	2	1	n/a
215.488	3.0	controlItem	n/a	n/a	50409	4	9	211	2	0	n/a
218.487	3.0	controlItem	True	0.422	50409	4	9	212	2	5	controlTrue
222.003	3.5	controlItem	n/a	n/a	10442	4	42	213	2	1	n/a
225.486	3.0	controlItem	n/a	n/a	70442	4	42	214	2	0	n/a
