onset	duration	trial_type	response	response_time	stim_id	stim_events	stim_slides	trial_id	run_id	stim_type	response_type
2.0079	n/a	n/a	n/a	n/a	80900	9	0	1	1	8	n/a
12.0074	3.5	controlItem	n/a	n/a	10917	9	17	2	1	1	n/a
15.4896	3.0	controlItem	n/a	n/a	60917	9	17	3	1	0	n/a
18.4906	3.0	controlItem	Foil1	1.156	60917	9	17	4	1	6	controlFoil1
22.0069	3.5	controlItem	n/a	n/a	10923	9	23	5	1	1	n/a
25.4905	3.0	controlItem	n/a	n/a	60923	9	23	6	1	0	n/a
28.4891	3.0	controlItem	True	0.597	60923	9	23	7	1	6	controlTrue
32.0061	3.5	controlItem	n/a	n/a	10947	9	47	8	1	1	n/a
35.4884	3.0	controlItem	n/a	n/a	30947	9	47	9	1	0	n/a
38.4888	3.0	controlItem	True	1.513	30947	9	47	10	1	3	controlTrue
42.0056	3.5	criticalItem	n/a	n/a	10928	9	28	11	1	1	n/a
45.4885	3.0	criticalItem	n/a	n/a	70928	9	28	12	1	0	n/a
48.488	3.0	criticalItem	False	0.882	70928	9	28	13	1	7	criticalFalse
52.0049	3.5	criticalItem	n/a	n/a	10935	9	35	14	1	1	n/a
55.4872	3.0	criticalItem	n/a	n/a	20935	9	35	15	1	0	n/a
58.4867	3.0	criticalItem	True	1.61	20935	9	35	16	1	2	criticalTrue
62.0027	3.5	criticalItem	n/a	n/a	10908	9	8	17	1	1	n/a
65.4858	3.0	criticalItem	n/a	n/a	20908	9	8	18	1	0	n/a
68.4847	3.0	criticalItem	False	1.1	20908	9	8	19	1	2	criticalFalse
72.0006	3.5	criticalItem	n/a	n/a	10926	9	26	20	1	1	n/a
75.4853	3.0	criticalItem	n/a	n/a	30926	9	26	21	1	0	n/a
78.4845	3.0	criticalItem	Foil	0.598	30926	9	26	22	1	3	criticalFoil
82	3.5	criticalItem	n/a	n/a	10919	9	19	23	1	1	n/a
85.4837	3.0	criticalItem	n/a	n/a	40919	9	19	24	1	0	n/a
88.4835	3.0	criticalItem	False	0.9	40919	9	19	25	1	4	criticalFalse
91.9997	3.5	criticalItem	n/a	n/a	10910	9	10	26	1	1	n/a
95.4827	3.0	criticalItem	n/a	n/a	40910	9	10	27	1	0	n/a
98.4828	3.0	criticalItem	False	1.61	40910	9	10	28	1	4	criticalFalse
102.015	3.5	controlItem	n/a	n/a	10943	9	43	29	1	1	n/a
105.497	3.0	controlItem	n/a	n/a	30943	9	43	30	1	0	n/a
